,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
04/15/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
04/15/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,27,0.03,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/15/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CONTAINMENT IN ENVIRONMENTAL AREAS,STORMWATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - SPILLS,PLANT 1 - TANK 3801 - CONTAINMENT,OILY WATER,PLANT 1 - VAC PAD - MIKE T,NO, VAC PAD,NO,YES,0.5,21,70-90%,70.0%,1,<0.01,Stormwater,NO,56,<0.01,30%,0.85,0.03,Stormwater,NO,20,<0.01,YES,0.08,<0.011,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - MIKE T,NO, VAC PAD,NO,YES,60,"2,520",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,60,"2,520",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,56.2,Debut Gasoline,NO,"1,517",0.09,5%,0.75,"5,620",Debut Gasoline,NO,54,0.3,YES,1.57,246.36,<0.001,<0.001,-,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,634,1.36,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,20,840,>90%,95.5%,1,24,Crude,NO,"3,034",0.07,5%,0.79,"2,400",Crude,NO,113,0.27,YES,3.15,109.27,<0.001,<0.001,-,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,25,"1,050",>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"3,793",0.04,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,146,0.24,YES,3.94,70.80,<0.001,<0.001,-,
04/15/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 777 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,0.5,KEROSENE,NO,759,<0.01,5%,0.81,50,KEROSENE,NO,29,<0.01,YES,0.79,2.32,<0.001,<0.001,-,
04/15/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 3801 - PUMP CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"1,573",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,12,0.04,YES,1.58,27.06,<0.001,<0.001,<0.001,
04/15/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,<0.01,Stormwater,NO,786,<0.01,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
04/15/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM,YES, VAC PAD,NO,NO,87,"3,654",99%,95.5%,1,24,Crude,NO,"13,199",0.32,5%,0.79,"2,400",Crude,NO,491,1.18,YES,13.69,109.27,<0.001,<0.001,-,
04/15/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD/TIM,NO, VAC PAD,NO,YES,13,546,99%,99.0%,1,24,Crude,NO,"2,044",0.05,1%,0.79,"2,400",Crude,NO,16,0.04,YES,2.06,42.81,<0.001,<0.001,<0.001,
04/16/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
04/16/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,6,252,>90%,90.0%,1,2.07,All Groundwater,YES,858,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,72,0.54,YES,0.93,580.76,<0.001,<0.001,-,
04/16/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/16/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/16/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/16/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,7,294,<10%,10.0%,1,2.07,All Groundwater,YES,111,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,758,5.65,YES,0.87,"6,503.68",<0.011,<0.011,-,
04/16/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,STORMWATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - MAIN GATE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,75,"3,150",99%,99.0%,1,<0.01,Stormwater,NO,"11,795",<0.01,1%,0.85,0.03,Stormwater,NO,101,<0.01,YES,11.9,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,20,840,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"3,034",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,120,<0.01,YES,3.15,0.48,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,25,"1,050",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,317,0.68,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/16/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,YES,NO,25,"1,050",>90%,90.0%,1,25.6,Denver Truck Terminal Aqueous,YES,"3,574",0.09,10%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,306,2.07,YES,3.88,556.04,<0.001,-,-,
04/16/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE,YES, VAC PAD,NO,NO,35,"1,470",99%,95.5%,1,24,Crude,NO,"5,310",0.13,5%,0.79,"2,400",Crude,NO,198,0.47,YES,5.51,109.27,<0.001,<0.001,-,
04/16/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD/JOE,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,24,Crude,NO,"3,145",0.08,1%,0.79,"2,400",Crude,NO,25,0.06,YES,3.17,42.81,<0.001,<0.001,<0.001,
04/16/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE,NO, VAC PAD,NO,YES,8,336,99%,95.5%,1,46.1,Tank 20 Water Draw,NO,"1,214",0.06,5%,0.85,"5,762.5",Tank 20 Water Draw,NO,49,0.28,YES,1.26,266.24,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU GAS OIL PAD,STORMWATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,<0.01,Stormwater,NO,472,<0.01,1%,0.85,0.03,Stormwater,NO,4,<0.01,YES,0.48,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - AU GAS OIL PAD PUMP CONTAINMENT,WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 3 - STORMWATER,PLANT 3 - AU SCALE HOUSE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,30,"1,260",99%,99.0%,1,<0.01,Stormwater,NO,"4,718",<0.01,1%,0.85,0.03,Stormwater,NO,41,<0.01,YES,4.76,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - CPI CONTAINMENT,WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,90,"3,780",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,"1,430",<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"10,937",5.57,YES,12.37,451.14,<0.011,<0.011,-,
04/16/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4504 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,35,"1,470",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,556,<0.01,90%,0.85,4.08,TK-4507 Waste Water Tank,YES,"4,253",0.02,YES,4.81,4.08,<0.001,<0.001,-,
04/16/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - C0NTAINMENTS - ENVIRONMENTAL,STORMWATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,25,"1,050",99%,99.0%,1,<0.01,Stormwater,NO,"3,932",<0.01,1%,0.85,0.03,Stormwater,,34,<0.01,YES,3.97,<0.001,<0.001,<0.001,<0.001,
04/16/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,120,"5,040",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"17,157",0.19,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,"1,645",1.88,YES,18.8,110.47,<0.001,-,-,
04/17/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,>90%,90.0%,1,2.07,All Groundwater,YES,429,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,36,0.27,YES,0.47,580.76,<0.001,<0.001,-,
04/17/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.07,All Groundwater,YES,715,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,60,0.45,YES,0.78,580.76,<0.001,<0.001,-,
04/17/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/17/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/17/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/17/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,40,"1,680",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"6,068",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,240,<0.01,YES,6.31,0.48,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-385 WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,3,126,>90%,95.5%,1,0.02,Diesel,NO,455,<0.01,5%,0.86,2,Diesel,NO,18,<0.01,YES,0.47,0.10,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - S820 FILTER,DIESEL,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,0.125,5,<10%,10.0%,1,0.02,Diesel,NO,2,<0.01,90%,0.86,2,Diesel,,15,<0.01,YES,0.02,1.77,<0.001,<0.001,-,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - S820 FILTER ,DIESEL,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,1,42,<10%,10.0%,1,0.02,Diesel,NO,16,<0.01,90%,0.86,2,Diesel,,123,<0.01,YES,0.14,1.77,<0.001,<0.001,-,
04/17/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,YES,NO,35,"1,470",>90%,90.0%,1,25.6,Denver Truck Terminal Aqueous,YES,"5,004",0.13,10%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,428,2.89,YES,5.43,556.04,<0.001,-,-,
04/17/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - CHEM WAREHOUSE CONTAINMENT - STORMWATER,STORMWATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,60,"2,520",99%,99.0%,1,<0.01,Stormwater,NO,"9,436",<0.01,1%,0.85,0.03,Stormwater,NO,81,<0.01,YES,9.52,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 55 - LINE DRAIN,GASOLINE,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,1,42,<10%,10.0%,1,110.13,Post-GBR Gasoline,NO,16,<0.01,90%,0.75,"11,012.5",Post-GBR Gasoline,NO,107,1.18,YES,0.12,"9,605.74",<0.001,<0.001,-,
04/17/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - CRUDE UNLOADING SUMP,OILY WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,20,840,>90%,90.0%,1,24,Crude,NO,"2,859",0.07,10%,0.79,"2,400",Crude,NO,251,0.6,YES,3.11,215.73,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - MAIN GATE - STORMWATER,STORMWATER,PLANT 1 - VAC PAD - JOHN G,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,<0.01,Stormwater,NO,"2,359",<0.01,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - TANK 2004 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - JOHN G,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,<0.01,Stormwater,NO,"3,145",<0.01,1%,0.85,0.03,Stormwater,NO,27,<0.01,YES,3.17,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-2,PLANT 1 - STORMWATER,PLANT 1 - FLUX LOADING RACK CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - JOHN G,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,<0.01,Stormwater,NO,"1,573",<0.01,1%,0.85,0.03,Stormwater,NO,14,<0.01,YES,1.59,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,21,882,99%,99.0%,1,24,Crude,NO,"3,303",0.08,1%,0.79,"2,400",Crude,NO,26,0.06,YES,3.33,42.81,<0.001,<0.001,<0.001,
04/17/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,7,294,99%,95.5%,1,24,Crude,NO,"1,062",0.03,5%,0.79,"2,400",Crude,NO,40,0.09,YES,1.1,109.27,<0.001,<0.001,-,
04/17/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,99%,95.5%,1,0.6,Jet,NO,455,<0.01,5%,0.79,60,Jet,NO,17,<0.01,YES,0.47,2.74,<0.001,<0.001,-,
04/17/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,99%,95.5%,1,0.6,Jet,NO,303,<0.01,5%,0.79,60,Jet,NO,11,<0.01,YES,0.31,2.74,<0.001,<0.001,-,
04/17/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,180,"7,560",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"21,077",34.43,YES,23.94,"1,439.47",0.03,0.03,-,
04/17/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,60,"2,520",10-30%,10.0%,1,4.08,TK-4507 Waste Water Tank,YES,953,<0.01,90%,0.85,509.58,TK-4507 Waste Water Tank,NO,"7,292",3.72,YES,8.24,451.14,<0.001,<0.001,-,
04/17/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,40,"1,680",>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,540,0.66,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/17/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CONTAINMENT - ENVIRONMENTAL,STORMWATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,<0.01,Stormwater,NO,"2,359",<0.01,1%,0.85,0.03,Stormwater,,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
04/17/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,50,"2,100",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"7,149",0.08,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,685,0.78,YES,7.83,110.47,<0.001,-,-,
04/18/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,6,252,>90%,90.0%,1,2.07,All Groundwater,YES,858,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,72,0.54,YES,0.93,580.76,<0.001,<0.001,-,
04/18/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,11,462,99%,99.0%,1,2.07,All Groundwater,YES,"1,730",<0.01,1%,0.76,"7,457.5",Remediation Oil,YES,13,0.1,YES,1.74,58.67,<0.001,<0.001,<0.001,
04/18/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/18/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
